,expert_returns,dagger_returns_0,dagger_returns_1,dagger_returns_2,dagger_returns_3,dagger_returns_4,dagger_returns_5,dagger_returns_6,dagger_returns_7,dagger_returns_8,dagger_returns_9,dagger_returns_10,dagger_returns_11,dagger_returns_12,dagger_returns_13,dagger_returns_14,dagger_returns_15,dagger_returns_16,dagger_returns_17,dagger_returns_18,dagger_returns_19
0,10430.504100079508,300.88855037829154,345.5985241420052,317.6024836962985,409.4510807067853,328.4219047397408,310.2288471192062,283.2272696927209,320.84994034637236,295.10271609925434,258.10614982005876,271.48441345444974,284.3958000197168,293.0096444587027,265.7123168699779,343.41182731985236,285.54608246143084,191.32332109407113,183.70636295389195,234.49507210054088,244.62305706622797
1,10366.983319295037,390.7182577915345,427.42440545583906,333.66744055283294,398.41575455070404,349.1379793677303,321.9979895874771,288.33491019606754,285.2674953204125,291.721512360705,270.62459319576146,268.05123012457227,278.55885135143205,289.3169084192705,265.66463986950305,278.81912239581425,398.2504462264093,186.76968191849966,187.66053914405444,226.2363397627747,250.54601478994505
2,10422.075434098979,408.24954416394274,379.16784798320384,285.2550955909994,410.3811602995958,361.7821092973929,314.16561694822764,289.8435524651834,261.784320587239,315.5153028514025,266.00275106120597,280.6149681261545,282.2575668461229,259.8094662926326,260.40817825873756,289.9383690637628,423.1069332121985,191.5629197247438,201.48023236363983,234.1592301116829,312.31846055308483
3,10411.285469117789,328.82778779546607,376.26199873044163,325.56084332828,369.00070019262347,369.5205811342752,317.4852529872401,265.80204048440964,283.6713445559815,292.15808035334175,269.87972638261374,266.73260282181604,265.42181130199435,286.7867293524735,270.2164630053111,287.86726714358963,359.3459422902672,190.51958607932556,201.91599713922201,252.88625818592556,308.4095538445726
4,10332.307336908334,346.3135441653671,435.89339924441936,325.5523474333169,362.0751772894504,323.1773901317767,319.5477402833777,263.66774428945786,300.59695328267713,292.56135370516154,263.3717240666807,278.26371490692225,278.24796950785003,265.4956315603346,267.72107457013436,293.4499079303461,387.254939997945,191.27813230278693,192.7822702196717,231.84397750981253,274.8701392120683
5,10430.875735117266,202.7339089774262,380.8831904138426,289.45958443509284,366.0583304875004,355.7977030515308,319.36874675025484,270.0980337628776,277.5809345497317,270.21182251545423,273.3884983451971,272.59829292136345,274.49727397735273,288.43065643714937,251.3540472281121,335.30407075319783,362.26473726112295,189.7871711736451,201.8512389088007,233.77939819455943,246.410946238089
6,10522.277373205374,262.6805999550601,363.03694888082305,326.79970201876716,384.1261324403531,351.3614254183137,319.54517102761474,255.80646316917282,286.39695602038773,300.87069220942453,259.59617837920064,275.5014863867965,270.70848447526595,270.5225192427037,274.4482659917561,301.34606951429606,484.31676980427113,189.8741615157656,189.45322431299996,225.19429538652219,342.4723974342507
7,10506.622802580703,615.6732991947382,352.80453679337666,316.4601821245883,363.4957390884771,318.8410138347377,305.97271975690876,272.5926486566982,285.05563171860774,292.3998838632168,285.70219807007913,275.86766626557085,276.6225910503775,284.19155539584773,266.1486129076033,296.0728149602161,355.88404470952855,188.69286482900884,195.68227333357112,329.53150737166965,247.38141507092416
8,10457.577126287208,364.1397459692407,393.621960688568,311.9756930579531,408.32456886992867,319.5815629165041,318.152069225511,271.9970141508886,325.2537696336525,302.7386742470971,256.50689718526627,279.2906197437174,279.1264712388631,278.45381670835883,272.7790709342709,317.66049244704897,331.4683489442407,191.13967905620746,192.93175622524848,231.26524821411834,242.71880391980713
9,10298.550411188926,503.6604159955495,376.5212138777676,299.25133517582475,378.3380274801334,327.62928691693435,320.49792589051674,299.20351715105693,292.43039828877994,281.0698788762505,267.50406158622593,283.1297711955048,277.2282280075306,269.25897021331133,267.4519455911169,305.2325523630419,362.5211525321148,187.63210407887865,193.58117699755485,239.6459291426979,294.57438488867695
