,bc_returns,expert_returns
0,389.3386902458773,3780.045701492367
1,386.01030302817907,3776.641970932124
2,388.6600209013094,3780.361043115856
3,1240.8262332634322,3777.1560777188215
4,385.08349732363996,3775.594990039001
5,388.52684982575965,3774.5724416151106
6,387.50464298340785,3781.547176322892
7,389.7840915295675,3777.5866393354354
8,389.4057200636665,3776.334309611723
9,386.3261574391995,3776.81798882624
10,388.8629196405826,3775.2364981134783
11,389.47022351678896,3775.8316325041146
12,391.0571926708627,3776.8383905734577
13,391.6377525509731,3772.383943503998
14,391.316784541222,3780.937388177122
15,385.81765569262285,3782.5170370580363
16,390.5260924097851,3781.51488010847
17,388.85451124301477,3778.9416110094394
18,389.2105651450294,3774.9236578741393
19,389.5865618182081,3779.270609716677
